,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,date
13604,CF405P14600,319.00    ,300.00    ,310.00    ,275.00    ,290.00    ,282.00    ,-29.00    ,-37.00    ,891       ,"8,219     ",-246      ,133.39      ,-0.3018   ,16.49     ,0,2023-12-21
13605,CF405P14800,390.00    ,337.00    ,380.00    ,337.00    ,354.00    ,346.00    ,-36.00    ,-44.00    ,529       ,"6,771     ",-31       ,95.83       ,-0.3537   ,16.22     ,0,2023-12-21
13606,CF405P15000,474.00    ,444.00    ,457.00    ,425.00    ,427.00    ,422.00    ,-47.00    ,-52.00    ,244       ,"3,061     ",3         ,53.72       ,-0.4096   ,16.02     ,0,2023-12-21
13607,CF405P15200,569.00    ,535.00    ,543.00    ,502.00    ,510.00    ,512.00    ,-59.00    ,-57.00    ,139       ,"2,638     ",32        ,36.44       ,-0.4685   ,15.88     ,0,2023-12-21
13608,CF405P15400,677.00    ,642.00    ,647.00    ,600.00    ,613.00    ,617.00    ,-64.00    ,-60.00    ,48        ,"1,085     ",0         ,14.79       ,-0.5277   ,15.80     ,0,2023-12-21
13609,CF405P15600,801.00    ,751.00    ,765.00    ,715.00    ,742.00    ,735.00    ,-59.00    ,-66.00    ,101       ,742       ,9         ,37.28       ,-0.5856   ,15.79     ,0,2023-12-21
13610,CF405P15800,936.00    ,868.00    ,868.00    ,868.00    ,868.00    ,864.00    ,-68.00    ,-72.00    ,10        ,"1,181     ",-10       ,4.34        ,-0.6411   ,15.85     ,0,2023-12-21
13611,CF405P16000,"1,080.00  ","1,018.00  ","1,041.00  ",986.00    ,"1,001.00  ","1,008.00  ",-79.00    ,-72.00    ,"1,311     ","3,377     ",480       ,668.41      ,-0.6912   ,15.96     ,0,2023-12-21
13612,CF405P16200,"1,237.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,161.00  ",-76.00    ,-76.00    ,0         ,700       ,0         ,0.00        ,-0.7361   ,16.12     ,0,2023-12-21
13613,CF405P16400,"1,401.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,322.00  ",-79.00    ,-79.00    ,0         ,526       ,0         ,0.00        ,-0.7767   ,16.32     ,0,2023-12-21
13614,CF405P16600,"1,571.00  ","1,499.00  ","1,499.00  ","1,499.00  ","1,499.00  ","1,492.00  ",-72.00    ,-79.00    ,1         ,"1,265     ",0         ,0.75        ,-0.8102   ,16.56     ,0,2023-12-21
13615,CF405P16800,"1,748.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,667.00  ",-81.00    ,-81.00    ,0         ,314       ,0         ,0.00        ,-0.8397   ,16.84     ,0,2023-12-21
13616,CF405P17000,"1,928.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,847.00  ",-81.00    ,-81.00    ,0         ,263       ,0         ,0.00        ,-0.8647   ,17.13     ,0,2023-12-21
13617,CF405P17200,"2,114.00  ","2,026.00  ","2,026.00  ","2,026.00  ","2,026.00  ","2,031.00  ",-88.00    ,-83.00    ,1         ,109       ,-1        ,1.01        ,-0.8856   ,17.45     ,0,2023-12-21
13618,CF405P17400,"2,300.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,218.00  ",-82.00    ,-82.00    ,0         ,153       ,0         ,0.00        ,-0.9034   ,17.77     ,0,2023-12-21
13619,CF405P17600,"2,491.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,407.00  ",-84.00    ,-84.00    ,0         ,168       ,0         ,0.00        ,-0.9187   ,18.11     ,0,2023-12-21
13620,CF405P17800,"2,683.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,598.00  ",-85.00    ,-85.00    ,0         ,81        ,0         ,0.00        ,-0.9310   ,18.46     ,0,2023-12-21
13621,CF405P18000,"2,876.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,790.00  ",-86.00    ,-86.00    ,0         ,60        ,0         ,0.00        ,-0.9429   ,18.80     ,0,2023-12-21
13622,CF405P18200,"3,071.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,985.00  ",-86.00    ,-86.00    ,0         ,58        ,0         ,0.00        ,-0.9513   ,19.15     ,0,2023-12-21
13623,CF405P18400,"3,266.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,180.00  ",-86.00    ,-86.00    ,0         ,55        ,0         ,0.00        ,-0.9594   ,19.50     ,0,2023-12-21
13624,CF405P18600,"3,463.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,376.00  ",-87.00    ,-87.00    ,0         ,54        ,0         ,0.00        ,-0.9669   ,19.85     ,0,2023-12-21
13625,CF405P18800,"3,661.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,574.00  ",-87.00    ,-87.00    ,0         ,28        ,0         ,0.00        ,-0.9723   ,20.20     ,0,2023-12-21
13626,CF405P19000,"3,858.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,771.00  ",-87.00    ,-87.00    ,0         ,21        ,0         ,0.00        ,-0.9778   ,20.55     ,0,2023-12-21
13627,CF405P19200,"4,057.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,969.00  ",-88.00    ,-88.00    ,0         ,0         ,0         ,0.00        ,-0.9829   ,20.89     ,0,2023-12-21
13628,CF405P19400,"4,256.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,168.00  ",-88.00    ,-88.00    ,0         ,3         ,0         ,0.00        ,-0.9867   ,21.22     ,0,2023-12-21
13629,CF405P19600,"4,455.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,366.00  ",-89.00    ,-89.00    ,0         ,22        ,0         ,0.00        ,-0.9901   ,21.56     ,0,2023-12-21
13630,CF407C13200,"2,023.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,128.00  ",105.00    ,105.00    ,0         ,9         ,0         ,0.00        ,0.8825    ,18.24     ,0,2023-12-21
13631,CF407C13400,"1,849.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,952.00  ",103.00    ,103.00    ,0         ,6         ,0         ,0.00        ,0.8607    ,17.93     ,0,2023-12-21
13632,CF407C13600,"1,682.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,782.00  ",100.00    ,100.00    ,0         ,30        ,0         ,0.00        ,0.8353    ,17.63     ,0,2023-12-21
13633,CF407C13800,"1,519.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,616.00  ",97.00     ,97.00     ,0         ,16        ,0         ,0.00        ,0.8073    ,17.36     ,0,2023-12-21
13634,CF407C14000,"1,366.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,459.00  ",93.00     ,93.00     ,0         ,27        ,0         ,0.00        ,0.7750    ,17.10     ,0,2023-12-21
13635,CF407C14200,"1,219.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,305.00  ",86.00     ,86.00     ,0         ,16        ,0         ,0.00        ,0.7407    ,16.87     ,0,2023-12-21
13636,CF407C14400,"1,082.00  ","1,152.00  ","1,152.00  ","1,152.00  ","1,152.00  ","1,165.00  ",70.00     ,83.00     ,3         ,44        ,0         ,1.73        ,0.7014    ,16.67     ,0,2023-12-21
13637,CF407C14600,955.00    ,0.00      ,0.00      ,0.00      ,0.00      ,"1,029.00  ",74.00     ,74.00     ,0         ,32        ,0         ,0.00        ,0.6604    ,16.50     ,0,2023-12-21
13638,CF407C14800,834.00    ,898.00    ,898.00    ,898.00    ,898.00    ,906.00    ,64.00     ,72.00     ,3         ,23        ,3         ,1.35        ,0.6163    ,16.37     ,0,2023-12-21
13639,CF407C15000,729.00    ,0.00      ,0.00      ,0.00      ,0.00      ,792.00    ,63.00     ,63.00     ,0         ,39        ,0         ,0.00        ,0.5709    ,16.26     ,0,2023-12-21
13640,CF407C15200,630.00    ,0.00      ,0.00      ,0.00      ,0.00      ,686.00    ,56.00     ,56.00     ,0         ,157       ,0         ,0.00        ,0.5244    ,16.19     ,0,2023-12-21
13641,CF407C15400,543.00    ,0.00      ,0.00      ,0.00      ,0.00      ,596.00    ,53.00     ,53.00     ,0         ,287       ,0         ,0.00        ,0.4780    ,16.16     ,0,2023-12-21
13642,CF407C15600,466.00    ,484.00    ,484.00    ,484.00    ,484.00    ,511.00    ,18.00     ,45.00     ,1         ,131       ,0         ,0.24        ,0.4322    ,16.16     ,0,2023-12-21
13643,CF407C15800,396.00    ,425.00    ,425.00    ,425.00    ,425.00    ,441.00    ,29.00     ,45.00     ,2         ,145       ,-2        ,0.43        ,0.3887    ,16.19     ,0,2023-12-21
13644,CF407C16000,339.00    ,362.00    ,369.00    ,362.00    ,369.00    ,376.00    ,30.00     ,37.00     ,4         ,157       ,4         ,0.73        ,0.3470    ,16.24     ,0,2023-12-21
13645,CF407C16200,285.00    ,313.00    ,313.00    ,313.00    ,313.00    ,322.00    ,28.00     ,37.00     ,3         ,110       ,3         ,0.47        ,0.3084    ,16.33     ,0,2023-12-21
13646,CF407C16400,243.00    ,265.00    ,265.00    ,265.00    ,265.00    ,275.00    ,22.00     ,32.00     ,3         ,150       ,3         ,0.40        ,0.2729    ,16.44     ,0,2023-12-21
13647,CF407C16600,204.00    ,0.00      ,0.00      ,0.00      ,0.00      ,235.00    ,31.00     ,31.00     ,0         ,109       ,0         ,0.00        ,0.2406    ,16.57     ,0,2023-12-21
13648,CF407C16800,173.00    ,0.00      ,0.00      ,0.00      ,0.00      ,201.00    ,28.00     ,28.00     ,0         ,150       ,0         ,0.00        ,0.2116    ,16.71     ,0,2023-12-21
13649,CF407C17000,145.00    ,159.00    ,161.00    ,155.00    ,160.00    ,172.00    ,15.00     ,27.00     ,17        ,204       ,11        ,1.34        ,0.1859    ,16.87     ,0,2023-12-21
13650,CF407C17200,123.00    ,0.00      ,0.00      ,0.00      ,0.00      ,147.00    ,24.00     ,24.00     ,0         ,156       ,0         ,0.00        ,0.1626    ,17.05     ,0,2023-12-21
13651,CF407C17400,102.00    ,0.00      ,0.00      ,0.00      ,0.00      ,127.00    ,25.00     ,25.00     ,0         ,140       ,0         ,0.00        ,0.1430    ,17.23     ,0,2023-12-21
13652,CF407C17600,87.00     ,0.00      ,0.00      ,0.00      ,0.00      ,107.00    ,20.00     ,20.00     ,0         ,154       ,0         ,0.00        ,0.1241    ,17.42     ,0,2023-12-21
13653,CF407C17800,73.00     ,0.00      ,0.00      ,0.00      ,0.00      ,94.00     ,21.00     ,21.00     ,0         ,126       ,0         ,0.00        ,0.1098    ,17.62     ,0,2023-12-21
13654,CF407C18000,62.00     ,0.00      ,0.00      ,0.00      ,0.00      ,81.00     ,19.00     ,19.00     ,0         ,162       ,0         ,0.00        ,0.0960    ,17.82     ,0,2023-12-21
13655,CF407C18200,52.00     ,0.00      ,0.00      ,0.00      ,0.00      ,70.00     ,18.00     ,18.00     ,0         ,118       ,0         ,0.00        ,0.0839    ,18.03     ,0,2023-12-21
13656,CF407C18400,43.00     ,0.00      ,0.00      ,0.00      ,0.00      ,61.00     ,18.00     ,18.00     ,0         ,103       ,0         ,0.00        ,0.0742    ,18.24     ,0,2023-12-21
13657,CF407C18600,37.00     ,0.00      ,0.00      ,0.00      ,0.00      ,53.00     ,16.00     ,16.00     ,0         ,93        ,0         ,0.00        ,0.0648    ,18.45     ,0,2023-12-21
13658,CF407C18800,31.00     ,39.00     ,39.00     ,39.00     ,39.00     ,46.00     ,8.00      ,15.00     ,19        ,110       ,-19       ,0.37        ,0.0569    ,18.66     ,0,2023-12-21
13659,CF407C19000,26.00     ,35.00     ,35.00     ,35.00     ,35.00     ,40.00     ,9.00      ,14.00     ,60        ,201       ,-33       ,1.05        ,0.0505    ,18.87     ,0,2023-12-21
13660,CF407C19200,23.00     ,32.00     ,32.00     ,32.00     ,32.00     ,35.00     ,9.00      ,12.00     ,30        ,266       ,-30       ,0.48        ,0.0443    ,19.08     ,0,2023-12-21
13661,CF407C19400,19.00     ,26.00     ,30.00     ,26.00     ,30.00     ,30.00     ,11.00     ,11.00     ,12        ,681       ,9         ,0.16        ,0.0388    ,19.30     ,0,2023-12-21
13662,CF407P13200,101.00    ,89.00     ,90.00     ,84.00     ,84.00     ,112.00    ,-17.00    ,11.00     ,30        ,120       ,24        ,1.32        ,-0.1130   ,18.24     ,0,2023-12-21
13663,CF407P13400,126.00    ,112.00    ,112.00    ,108.00    ,108.00    ,135.00    ,-18.00    ,9.00      ,9         ,78        ,3         ,0.50        ,-0.1336   ,17.93     ,0,2023-12-21
13664,CF407P13600,158.00    ,143.00    ,143.00    ,141.00    ,143.00    ,164.00    ,-15.00    ,6.00      ,22        ,267       ,-3        ,1.57        ,-0.1579   ,17.63     ,0,2023-12-21
13665,CF407P13800,193.00    ,176.00    ,176.00    ,176.00    ,176.00    ,196.00    ,-17.00    ,3.00      ,3         ,130       ,-3        ,0.26        ,-0.1848   ,17.36     ,0,2023-12-21
13666,CF407P14000,239.00    ,222.00    ,222.00    ,222.00    ,222.00    ,237.00    ,-17.00    ,-2.00     ,2         ,104       ,0         ,0.22        ,-0.2162   ,17.10     ,0,2023-12-21
13667,CF407P14200,289.00    ,0.00      ,0.00      ,0.00      ,0.00      ,281.00    ,-8.00     ,-8.00     ,0         ,108       ,0         ,0.00        ,-0.2498   ,16.87     ,0,2023-12-21
13668,CF407P14400,350.00    ,327.00    ,327.00    ,327.00    ,327.00    ,339.00    ,-23.00    ,-11.00    ,3         ,86        ,3         ,0.49        ,-0.2884   ,16.67     ,0,2023-12-21
13669,CF407P14600,421.00    ,394.00    ,394.00    ,394.00    ,394.00    ,401.00    ,-27.00    ,-20.00    ,3         ,79        ,-3        ,0.59        ,-0.3289   ,16.50     ,0,2023-12-21
13670,CF407P14800,498.00    ,469.00    ,469.00    ,469.00    ,469.00    ,476.00    ,-29.00    ,-22.00    ,3         ,61        ,-3        ,0.70        ,-0.3725   ,16.37     ,0,2023-12-21
13671,CF407P15000,591.00    ,0.00      ,0.00      ,0.00      ,0.00      ,559.00    ,-32.00    ,-32.00    ,0         ,62        ,0         ,0.00        ,-0.4177   ,16.26     ,0,2023-12-21
13672,CF407P15200,690.00    ,649.00    ,649.00    ,647.00    ,647.00    ,652.00    ,-43.00    ,-38.00    ,6         ,137       ,3         ,1.94        ,-0.4642   ,16.19     ,0,2023-12-21
13673,CF407P15400,800.00    ,0.00      ,0.00      ,0.00      ,0.00      ,759.00    ,-41.00    ,-41.00    ,0         ,144       ,0         ,0.00        ,-0.5105   ,16.16     ,0,2023-12-21
13674,CF407P15600,921.00    ,881.00    ,881.00    ,881.00    ,881.00    ,871.00    ,-40.00    ,-50.00    ,3         ,202       ,3         ,1.32        ,-0.5566   ,16.16     ,0,2023-12-21
13675,CF407P15800,"1,049.00  ","1,005.00  ","1,005.00  ","1,005.00  ","1,005.00  ",999.00    ,-44.00    ,-50.00    ,3         ,170       ,3         ,1.51        ,-0.6004   ,16.19     ,0,2023-12-21
13676,CF407P16000,"1,189.00  ","1,140.00  ","1,140.00  ","1,140.00  ","1,140.00  ","1,133.00  ",-49.00    ,-56.00    ,3         ,142       ,3         ,1.71        ,-0.6426   ,16.24     ,0,2023-12-21
13677,CF407P16200,"1,334.00  ","1,271.00  ","1,271.00  ","1,271.00  ","1,271.00  ","1,277.00  ",-63.00    ,-57.00    ,3         ,106       ,3         ,1.91        ,-0.6817   ,16.33     ,0,2023-12-21
13678,CF407P16400,"1,490.00  ","1,422.00  ","1,422.00  ","1,422.00  ","1,422.00  ","1,428.00  ",-68.00    ,-62.00    ,3         ,133       ,3         ,2.13        ,-0.7180   ,16.44     ,0,2023-12-21
13679,CF407P16600,"1,649.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,586.00  ",-63.00    ,-63.00    ,0         ,102       ,0         ,0.00        ,-0.7511   ,16.57     ,0,2023-12-21
13680,CF407P16800,"1,816.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,750.00  ",-66.00    ,-66.00    ,0         ,75        ,0         ,0.00        ,-0.7810   ,16.71     ,0,2023-12-21
13681,CF407P17000,"1,986.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,920.00  ",-66.00    ,-66.00    ,0         ,82        ,0         ,0.00        ,-0.8077   ,16.87     ,0,2023-12-21
13682,CF407P17200,"2,164.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,093.00  ",-71.00    ,-71.00    ,0         ,48        ,0         ,0.00        ,-0.8321   ,17.05     ,0,2023-12-21
13683,CF407P17400,"2,342.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,272.00  ",-70.00    ,-70.00    ,0         ,39        ,0         ,0.00        ,-0.8528   ,17.23     ,0,2023-12-21
13684,CF407P17600,"2,526.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,451.00  ",-75.00    ,-75.00    ,0         ,15        ,0         ,0.00        ,-0.8731   ,17.42     ,0,2023-12-21
13685,CF407P17800,"2,711.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,637.00  ",-74.00    ,-74.00    ,0         ,10        ,0         ,0.00        ,-0.8886   ,17.62     ,0,2023-12-21
13686,CF407P18000,"2,900.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,823.00  ",-77.00    ,-77.00    ,0         ,12        ,0         ,0.00        ,-0.9037   ,17.82     ,0,2023-12-21
13687,CF407P18200,"3,090.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,012.00  ",-78.00    ,-78.00    ,0         ,29        ,0         ,0.00        ,-0.9172   ,18.03     ,0,2023-12-21
13688,CF407P18400,"3,282.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,203.00  ",-79.00    ,-79.00    ,0         ,18        ,0         ,0.00        ,-0.9283   ,18.24     ,0,2023-12-21
13689,CF407P18600,"3,476.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,394.00  ",-82.00    ,-82.00    ,0         ,30        ,0         ,0.00        ,-0.9392   ,18.45     ,0,2023-12-21
13690,CF407P18800,"3,671.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,587.00  ",-84.00    ,-84.00    ,0         ,45        ,0         ,0.00        ,-0.9485   ,18.66     ,0,2023-12-21
13691,CF407P19000,"3,867.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,782.00  ",-85.00    ,-85.00    ,0         ,54        ,0         ,0.00        ,-0.9564   ,18.87     ,0,2023-12-21
13692,CF407P19200,"4,064.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"3,977.00  ",-87.00    ,-87.00    ,0         ,48        ,0         ,0.00        ,-0.9640   ,19.08     ,0,2023-12-21
13693,CF407P19400,"4,262.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"4,173.00  ",-89.00    ,-89.00    ,0         ,63        ,0         ,0.00        ,-0.9713   ,19.30     ,0,2023-12-21
13694,CF409C13400,"2,039.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"2,116.00  ",77.00     ,77.00     ,0         ,18        ,0         ,0.00        ,0.8584    ,16.84     ,0,2023-12-21
13695,CF409C13600,"1,880.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,953.00  ",73.00     ,73.00     ,0         ,16        ,0         ,0.00        ,0.8318    ,16.78     ,0,2023-12-21
13696,CF409C13800,"1,724.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,793.00  ",69.00     ,69.00     ,0         ,22        ,0         ,0.00        ,0.8043    ,16.72     ,0,2023-12-21
13697,CF409C14000,"1,577.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,644.00  ",67.00     ,67.00     ,0         ,33        ,0         ,0.00        ,0.7729    ,16.67     ,0,2023-12-21
13698,CF409C14200,"1,437.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,497.00  ",60.00     ,60.00     ,0         ,45        ,0         ,0.00        ,0.7411    ,16.62     ,0,2023-12-21
13699,CF409C14400,"1,304.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,363.00  ",59.00     ,59.00     ,0         ,58        ,0         ,0.00        ,0.7057    ,16.59     ,0,2023-12-21
13700,CF409C14600,"1,178.00  ","1,223.00  ","1,230.00  ","1,223.00  ","1,230.00  ","1,230.00  ",52.00     ,52.00     ,3         ,106       ,-1        ,1.84        ,0.6702    ,16.55     ,0,2023-12-21
13701,CF409C14800,"1,061.00  ","1,127.00  ","1,138.00  ","1,091.00  ","1,091.00  ","1,112.00  ",30.00     ,51.00     ,5         ,94        ,-1        ,2.79        ,0.6322    ,16.53     ,0,2023-12-21
13702,CF409C15000,952.00    ,"1,023.00  ","1,023.00  ",980.00    ,980.00    ,995.00    ,28.00     ,43.00     ,10        ,130       ,1         ,5.01        ,0.5942    ,16.51     ,0,2023-12-21
13703,CF409C15200,850.00    ,887.00    ,889.00    ,887.00    ,889.00    ,893.00    ,39.00     ,43.00     ,9         ,129       ,0         ,4.00        ,0.5552    ,16.50     ,0,2023-12-21
13704,CF409C15400,757.00    ,822.00    ,822.00    ,791.00    ,791.00    ,793.00    ,34.00     ,36.00     ,20        ,154       ,-10       ,8.07        ,0.5164    ,16.49     ,0,2023-12-21
13705,CF409C15600,672.00    ,697.00    ,705.00    ,688.00    ,705.00    ,707.00    ,33.00     ,35.00     ,9         ,144       ,-4        ,3.14        ,0.4780    ,16.49     ,0,2023-12-21
13706,CF409C15800,593.00    ,616.00    ,620.00    ,616.00    ,618.00    ,622.00    ,25.00     ,29.00     ,7         ,98        ,3         ,2.17        ,0.4399    ,16.49     ,0,2023-12-21
13707,CF409C16000,523.00    ,542.00    ,549.00    ,542.00    ,544.00    ,552.00    ,21.00     ,29.00     ,11        ,107       ,-7        ,3.01        ,0.4036    ,16.50     ,0,2023-12-21
13708,CF409C16200,458.00    ,0.00      ,0.00      ,0.00      ,0.00      ,482.00    ,24.00     ,24.00     ,0         ,118       ,0         ,0.00        ,0.3676    ,16.51     ,0,2023-12-21
13709,CF409C16400,402.00    ,437.00    ,437.00    ,434.00    ,434.00    ,425.00    ,32.00     ,23.00     ,2         ,127       ,0         ,0.44        ,0.3344    ,16.53     ,0,2023-12-21
13710,CF409C16600,348.00    ,369.00    ,369.00    ,369.00    ,369.00    ,370.00    ,21.00     ,22.00     ,1         ,239       ,0         ,0.18        ,0.3020    ,16.55     ,0,2023-12-21
13711,CF409C16800,305.00    ,337.00    ,337.00    ,337.00    ,337.00    ,323.00    ,32.00     ,18.00     ,1         ,184       ,0         ,0.17        ,0.2722    ,16.58     ,0,2023-12-21
13712,CF409C17000,262.00    ,294.00    ,294.00    ,271.00    ,276.00    ,281.00    ,14.00     ,19.00     ,56        ,252       ,16        ,7.74        ,0.2442    ,16.61     ,0,2023-12-21
13713,CF409C17200,228.00    ,238.00    ,244.00    ,235.00    ,244.00    ,242.00    ,16.00     ,14.00     ,74        ,244       ,14        ,8.88        ,0.2179    ,16.65     ,0,2023-12-21
13714,CF409C17400,196.00    ,220.00    ,224.00    ,205.00    ,211.00    ,211.00    ,15.00     ,15.00     ,51        ,235       ,-13       ,5.35        ,0.1946    ,16.69     ,0,2023-12-21
13715,CF409C17600,168.00    ,179.00    ,179.00    ,179.00    ,179.00    ,180.00    ,11.00     ,12.00     ,3         ,119       ,3         ,0.27        ,0.1715    ,16.73     ,0,2023-12-21
13716,CF409C17800,145.00    ,155.00    ,159.00    ,155.00    ,159.00    ,157.00    ,14.00     ,12.00     ,4         ,108       ,3         ,0.31        ,0.1529    ,16.77     ,0,2023-12-21
13717,CF409C18000,122.00    ,138.00    ,138.00    ,137.00    ,137.00    ,135.00    ,15.00     ,13.00     ,2         ,384       ,2         ,0.14        ,0.1346    ,16.82     ,0,2023-12-21
13718,CF409C18200,105.00    ,117.00    ,119.00    ,117.00    ,119.00    ,115.00    ,14.00     ,10.00     ,4         ,263       ,3         ,0.24        ,0.1184    ,16.87     ,0,2023-12-21
13719,CF409C18400,89.00     ,116.00    ,135.00    ,102.00    ,102.00    ,100.00    ,13.00     ,11.00     ,28        ,856       ,3         ,1.55        ,0.1045    ,16.93     ,0,2023-12-21
13720,CF409P13400,164.00    ,153.00    ,153.00    ,147.00    ,147.00    ,151.00    ,-17.00    ,-13.00    ,40        ,371       ,-10       ,2.99        ,-0.1346   ,16.84     ,0,2023-12-21
13721,CF409P13600,203.00    ,191.00    ,193.00    ,186.00    ,187.00    ,187.00    ,-16.00    ,-16.00    ,14        ,323       ,-8        ,1.31        ,-0.1595   ,16.78     ,0,2023-12-21
13722,CF409P13800,245.00    ,233.00    ,233.00    ,226.00    ,226.00    ,225.00    ,-19.00    ,-20.00    ,2         ,177       ,2         ,0.23        ,-0.1856   ,16.72     ,0,2023-12-21
13723,CF409P14000,296.00    ,275.00    ,275.00    ,269.00    ,270.00    ,274.00    ,-26.00    ,-22.00    ,10        ,155       ,0         ,1.36        ,-0.2157   ,16.67     ,0,2023-12-21
13724,CF409P14200,353.00    ,329.00    ,329.00    ,324.00    ,324.00    ,324.00    ,-29.00    ,-29.00    ,8         ,262       ,4         ,1.30        ,-0.2466   ,16.62     ,0,2023-12-21
13725,CF409P14400,417.00    ,394.00    ,394.00    ,385.00    ,385.00    ,387.00    ,-32.00    ,-30.00    ,6         ,218       ,3         ,1.17        ,-0.2810   ,16.59     ,0,2023-12-21
13726,CF409P14600,489.00    ,0.00      ,0.00      ,0.00      ,0.00      ,452.00    ,-37.00    ,-37.00    ,0         ,209       ,0         ,0.00        ,-0.3159   ,16.55     ,0,2023-12-21
13727,CF409P14800,568.00    ,525.00    ,525.00    ,525.00    ,525.00    ,531.00    ,-43.00    ,-37.00    ,10        ,155       ,0         ,2.63        ,-0.3532   ,16.53     ,0,2023-12-21
13728,CF409P15000,656.00    ,619.00    ,619.00    ,619.00    ,619.00    ,611.00    ,-37.00    ,-45.00    ,3         ,174       ,3         ,0.93        ,-0.3909   ,16.51     ,0,2023-12-21
13729,CF409P15200,752.00    ,0.00      ,0.00      ,0.00      ,0.00      ,706.00    ,-46.00    ,-46.00    ,0         ,143       ,0         ,0.00        ,-0.4296   ,16.50     ,0,2023-12-21
13730,CF409P15400,855.00    ,788.00    ,788.00    ,788.00    ,788.00    ,803.00    ,-67.00    ,-52.00    ,10        ,104       ,0         ,3.94        ,-0.4685   ,16.49     ,0,2023-12-21
13731,CF409P15600,967.00    ,902.00    ,902.00    ,902.00    ,902.00    ,914.00    ,-65.00    ,-53.00    ,20        ,86        ,0         ,9.08        ,-0.5068   ,16.49     ,0,2023-12-21
13732,CF409P15800,"1,085.00  ","1,025.00  ","1,030.00  ","1,025.00  ","1,030.00  ","1,026.00  ",-55.00    ,-59.00    ,22        ,115       ,-2        ,11.31       ,-0.5453   ,16.49     ,0,2023-12-21
13733,CF409P16000,"1,212.00  ","1,160.00  ","1,160.00  ","1,160.00  ","1,160.00  ","1,153.00  ",-52.00    ,-59.00    ,2         ,124       ,-2        ,1.16        ,-0.5818   ,16.50     ,0,2023-12-21
13734,CF409P16200,"1,344.00  ","1,289.00  ","1,289.00  ","1,285.00  ","1,285.00  ","1,280.00  ",-59.00    ,-64.00    ,16        ,155       ,-6        ,10.27       ,-0.6184   ,16.51     ,0,2023-12-21
13735,CF409P16400,"1,486.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,420.00  ",-66.00    ,-66.00    ,0         ,47        ,0         ,0.00        ,-0.6521   ,16.53     ,0,2023-12-21
13736,CF409P16600,"1,629.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,562.00  ",-67.00    ,-67.00    ,0         ,43        ,0         ,0.00        ,-0.6855   ,16.55     ,0,2023-12-21
13737,CF409P16800,"1,784.00  ",0.00      ,0.00      ,0.00      ,0.00      ,"1,713.00  ",-71.00    ,-71.00    ,0         ,45        ,0         ,0.00        ,-0.7160   ,16.58     ,0,2023-12-21
